facilityid,name,latitude,longitude,baseline_summer_avg_tmax_f,threshold_f,source,prism_scale_m,retrieved
10005346,Theo Lacy Facility,33.781923625999724,-117.88736079825428,82.0,92.0,"PRISM Norm91m tmax (1991-2020 JJA mean daily-max), via Google Earth Engine",800,2026-07-17
10005348,Joplin Youth Center,33.67791718589825,-117.5720756599411,84.8,94.8,"PRISM Norm91m tmax (1991-2020 JJA mean daily-max), via Google Earth Engine",800,2026-07-17
10005350,Central Jail Complex,33.749055093408764,-117.87858088438688,81.5,91.5,"PRISM Norm91m tmax (1991-2020 JJA mean daily-max), via Google Earth Engine",800,2026-07-17
10005333,High Desert Juvenile Detention And Assesment Center,34.63575816436559,-117.2056536197532,95.4,105.4,"PRISM Norm91m tmax (1991-2020 JJA mean daily-max), via Google Earth Engine",800,2026-07-17
10001536,Robert Presley Detention Center,33.97880875192602,-117.37430967453528,91.6,101.6,"PRISM Norm91m tmax (1991-2020 JJA mean daily-max), via Google Earth Engine",800,2026-07-17
10005347,Orange County Juvenile Hall,33.7849812586864,-117.88594679668442,82.3,92.3,"PRISM Norm91m tmax (1991-2020 JJA mean daily-max), via Google Earth Engine",800,2026-07-17
10006231,San Benito County Juvenile Hall,36.882705577003165,-121.41202368335358,80.7,90.7,"PRISM Norm91m tmax (1991-2020 JJA mean daily-max), via Google Earth Engine",800,2026-07-17
10000862,John J. Benoit Detention Center,33.71389710445651,-116.22170360532692,103.3,113.3,"PRISM Norm91m tmax (1991-2020 JJA mean daily-max), via Google Earth Engine",800,2026-07-17
10005269,Plumas County Correctional Facility,39.93342338185887,-120.9078241146987,87.7,97.7,"PRISM Norm91m tmax (1991-2020 JJA mean daily-max), via Google Earth Engine",800,2026-07-17
10000779,Rio Cosumnes Correctional Center,38.30639934939619,-121.42332506830044,87.6,97.6,"PRISM Norm91m tmax (1991-2020 JJA mean daily-max), via Google Earth Engine",800,2026-07-17
10005330,Regional Youth Educational Facility,34.12908750028364,-117.2698025112236,92.8,102.8,"PRISM Norm91m tmax (1991-2020 JJA mean daily-max), via Google Earth Engine",800,2026-07-17
10000860,Riverside County Juvenile Hall,33.92015344766866,-117.45258276134564,91.2,101.2,"PRISM Norm91m tmax (1991-2020 JJA mean daily-max), via Google Earth Engine",800,2026-07-17
10006706,South Placer Jail,38.80841284215149,-121.30157845897398,92.5,102.5,"PRISM Norm91m tmax (1991-2020 JJA mean daily-max), via Google Earth Engine",800,2026-07-17
10001538,George F Bailey Detention Facility,32.590543113063475,-116.92149827863445,77.6,87.6,"PRISM Norm91m tmax (1991-2020 JJA mean daily-max), via Google Earth Engine",800,2026-07-17
10005344,Southwest Juvenile Hall,33.58079488429191,-117.11979655719516,89.5,99.5,"PRISM Norm91m tmax (1991-2020 JJA mean daily-max), via Google Earth Engine",800,2026-07-17
10005354,East Mesa Juvenile Detention Facility,32.590858306967554,-116.91812114373408,77.6,87.6,"PRISM Norm91m tmax (1991-2020 JJA mean daily-max), via Google Earth Engine",800,2026-07-17
10000876,Las Colinas Detention And Reentry Facility,32.842112726419444,-116.97338191264392,85.3,95.3,"PRISM Norm91m tmax (1991-2020 JJA mean daily-max), via Google Earth Engine",800,2026-07-17
10005360,Facility 8 Detention Facility,32.59134370566924,-116.92328667495188,78.3,88.3,"PRISM Norm91m tmax (1991-2020 JJA mean daily-max), via Google Earth Engine",800,2026-07-17
10005307,San Francisco General Hospital Ward 7D / 7L,37.75575802266862,-122.40447005119576,69.8,79.8,"PRISM Norm91m tmax (1991-2020 JJA mean daily-max), via Google Earth Engine",800,2026-07-17
10005356,Girls Rehabilitation Facility,32.79469992229926,-117.15229112960223,76.4,86.4,"PRISM Norm91m tmax (1991-2020 JJA mean daily-max), via Google Earth Engine",800,2026-07-17
10001525,San Francisco County Jail #2,37.77525144567049,-122.40490521229466,69.2,79.2,"PRISM Norm91m tmax (1991-2020 JJA mean daily-max), via Google Earth Engine",800,2026-07-17
10000872,San Diego Central Jail,32.71725211349196,-117.16427157272356,74.1,84.1,"PRISM Norm91m tmax (1991-2020 JJA mean daily-max), via Google Earth Engine",800,2026-07-17
10005358,Vista Detention Facility,33.19185669461099,-117.25692822932726,79.7,89.7,"PRISM Norm91m tmax (1991-2020 JJA mean daily-max), via Google Earth Engine",800,2026-07-17
10000875,Kearny Mesa Juvenile Detention Facility,32.794226714904966,-117.1533898985926,76.4,86.4,"PRISM Norm91m tmax (1991-2020 JJA mean daily-max), via Google Earth Engine",800,2026-07-17
10000798,San Joaquin County Jail,37.88571630267671,-121.29514967185196,89.2,99.2,"PRISM Norm91m tmax (1991-2020 JJA mean daily-max), via Google Earth Engine",800,2026-07-17
10000795,San Joaquin County Jail (Honor Farm),37.88450335521423,-121.30063185290682,89.0,99.0,"PRISM Norm91m tmax (1991-2020 JJA mean daily-max), via Google Earth Engine",800,2026-07-17
10001534,San Luis Obispo Juvenile Hall / Service Center,35.32137388763984,-120.71913149908312,73.8,83.8,"PRISM Norm91m tmax (1991-2020 JJA mean daily-max), via Google Earth Engine",800,2026-07-17
10005339,San Luis Obispo County Honor Farm Jail,35.32008468936467,-120.71574744929144,76.8,86.8,"PRISM Norm91m tmax (1991-2020 JJA mean daily-max), via Google Earth Engine",800,2026-07-17
10006709,Maple Street Correctional Center,37.49271532620894,-122.21912359465084,76.3,86.3,"PRISM Norm91m tmax (1991-2020 JJA mean daily-max), via Google Earth Engine",800,2026-07-17
10002333,Elmwood Correctional Complex,37.41857358803495,-121.90826096495222,79.7,89.7,"PRISM Norm91m tmax (1991-2020 JJA mean daily-max), via Google Earth Engine",800,2026-07-17
10006710,Los Prietos Boys Camp,34.54403216104945,-119.77705581302736,87.2,97.2,"PRISM Norm91m tmax (1991-2020 JJA mean daily-max), via Google Earth Engine",800,2026-07-17
10005353,Santa Barbara County Santa Maria Station Jail,34.8820997891649,-120.44654682784352,71.9,81.9,"PRISM Norm91m tmax (1991-2020 JJA mean daily-max), via Google Earth Engine",800,2026-07-17
10005260,Shasta County Jail,40.581341110839354,-122.3961983707309,95.4,105.4,"PRISM Norm91m tmax (1991-2020 JJA mean daily-max), via Google Earth Engine",800,2026-07-17
10005321,Santa Cruz Rountree Medium Security Facility,36.91382082681037,-121.8097597235208,66.2,76.2,"PRISM Norm91m tmax (1991-2020 JJA mean daily-max), via Google Earth Engine",800,2026-07-17
10006232,Santa Clara County Main Jail Complex (South),37.35101112246267,-121.9059750533212,79.9,89.9,"PRISM Norm91m tmax (1991-2020 JJA mean daily-max), via Google Earth Engine",800,2026-07-17
10005317,William F. James Ranch,37.167688466801366,-121.64668361685963,84.4,94.4,"PRISM Norm91m tmax (1991-2020 JJA mean daily-max), via Google Earth Engine",800,2026-07-17
10005246,Charlie'S Place Juvenile Day Reporting Center,41.70814455541497,-122.63516451171624,88.3,98.3,"PRISM Norm91m tmax (1991-2020 JJA mean daily-max), via Google Earth Engine",800,2026-07-17
10002328,Stanislaus County Public Safety Center,37.58464851762791,-120.98997965152364,91.0,101.0,"PRISM Norm91m tmax (1991-2020 JJA mean daily-max), via Google Earth Engine",800,2026-07-17
10000787,Solano County Claybank Detention Facility,38.27466985440152,-121.9999655085075,86.4,96.4,"PRISM Norm91m tmax (1991-2020 JJA mean daily-max), via Google Earth Engine",800,2026-07-17
10001528,Santa Cruz Blaine Street Facility,36.98062037922893,-122.02368691172828,70.7,80.7,"PRISM Norm91m tmax (1991-2020 JJA mean daily-max), via Google Earth Engine",800,2026-07-17
10005259,Shasta County Juvenile Hall,40.54877363345071,-122.37903034906776,95.7,105.7,"PRISM Norm91m tmax (1991-2020 JJA mean daily-max), via Google Earth Engine",800,2026-07-17
10002321,Sonoma County Main Adult Detention Facility,38.46729912018051,-122.72636627453036,81.0,91.0,"PRISM Norm91m tmax (1991-2020 JJA mean daily-max), via Google Earth Engine",800,2026-07-17
10005268,Tehama County Juvenile Detention Facility,40.17081458396152,-122.2535441639448,92.8,102.8,"PRISM Norm91m tmax (1991-2020 JJA mean daily-max), via Google Earth Engine",800,2026-07-17
10005247,Siskiyou County Jail,41.73061853007981,-122.63942281132562,88.5,98.5,"PRISM Norm91m tmax (1991-2020 JJA mean daily-max), via Google Earth Engine",800,2026-07-17
10005279,Maxine Singer Youth Guidance Center,39.150533216033175,-121.59901636846423,92.6,102.6,"PRISM Norm91m tmax (1991-2020 JJA mean daily-max), via Google Earth Engine",800,2026-07-17
10002337,Tulare County Adult Pre-Trial Facility,36.455097924738425,-119.3212963420362,93.9,103.9,"PRISM Norm91m tmax (1991-2020 JJA mean daily-max), via Google Earth Engine",800,2026-07-17
10002329,Stanislaus County Juvenile Hall And Commitment Facility,37.6621433321267,-121.04312110071773,90.6,100.6,"PRISM Norm91m tmax (1991-2020 JJA mean daily-max), via Google Earth Engine",800,2026-07-17
10002335,Tulare County Juvenile Detention Facility,36.459985601850285,-119.32306031943332,93.9,103.9,"PRISM Norm91m tmax (1991-2020 JJA mean daily-max), via Google Earth Engine",800,2026-07-17
10005255,Trinity County Juvenile Hall,40.74978944878197,-122.9239474369582,89.0,99.0,"PRISM Norm91m tmax (1991-2020 JJA mean daily-max), via Google Earth Engine",800,2026-07-17
10002334,Tulare County Probation Youth Facility,36.45910316552269,-119.32517720490618,93.9,103.9,"PRISM Norm91m tmax (1991-2020 JJA mean daily-max), via Google Earth Engine",800,2026-07-17
10005257,Trinity County Sheriffs Department,40.73648742589344,-122.94609726979162,89.7,99.7,"PRISM Norm91m tmax (1991-2020 JJA mean daily-max), via Google Earth Engine",800,2026-07-17
10005278,Yuba - Sutter County Juvenile Hall,39.14996004987066,-121.60011301200107,92.6,102.6,"PRISM Norm91m tmax (1991-2020 JJA mean daily-max), via Google Earth Engine",800,2026-07-17
10001523,Tuolumne County Jail,37.98419394935426,-120.38611882763914,91.5,101.5,"PRISM Norm91m tmax (1991-2020 JJA mean daily-max), via Google Earth Engine",800,2026-07-17
10000882,Ventura County Todd Road Facility,34.30928593996256,-119.11220945474956,77.0,87.0,"PRISM Norm91m tmax (1991-2020 JJA mean daily-max), via Google Earth Engine",800,2026-07-17
10002336,Tulare County Jail / Sheriff,36.3281261212818,-119.31714995811475,93.7,103.7,"PRISM Norm91m tmax (1991-2020 JJA mean daily-max), via Google Earth Engine",800,2026-07-17
10000899,Hawthorne City Jail,33.919601544152606,-118.35318367048885,75.3,85.3,"PRISM Norm91m tmax (1991-2020 JJA mean daily-max), via Google Earth Engine",800,2026-07-17
10000896,Downey City Jail,33.940698529363736,-118.12853422450073,82.0,92.0,"PRISM Norm91m tmax (1991-2020 JJA mean daily-max), via Google Earth Engine",800,2026-07-17
10000906,Montebello City Jail,34.0207959161168,-118.11638105213125,85.9,95.9,"PRISM Norm91m tmax (1991-2020 JJA mean daily-max), via Google Earth Engine",800,2026-07-17
10000846,Taft Modified Community Correctional Facility,35.13415778402242,-119.44146788011987,95.9,105.9,"PRISM Norm91m tmax (1991-2020 JJA mean daily-max), via Google Earth Engine",800,2026-07-17
10005365,Vernon City Jail (Holding Facility),34.004594416549466,-118.23087236982576,81.1,91.1,"PRISM Norm91m tmax (1991-2020 JJA mean daily-max), via Google Earth Engine",800,2026-07-17
10005304,Fremont Detention Facility,37.55219822678668,-121.9681860469508,77.2,87.2,"PRISM Norm91m tmax (1991-2020 JJA mean daily-max), via Google Earth Engine",800,2026-07-17
10000845,Shafter Modified Community Correctional Facility,35.495318067849404,-119.25905776312544,94.4,104.4,"PRISM Norm91m tmax (1991-2020 JJA mean daily-max), via Google Earth Engine",800,2026-07-17
10000843,Delano Modified Community Correctional Facility,35.76564031898252,-119.30429085361187,94.9,104.9,"PRISM Norm91m tmax (1991-2020 JJA mean daily-max), via Google Earth Engine",800,2026-07-17
10006482,Anaheim Detention Facility,33.83019210335317,-117.91905930414576,82.5,92.5,"PRISM Norm91m tmax (1991-2020 JJA mean daily-max), via Google Earth Engine",800,2026-07-17
10006903,Ontario City Jail,34.02929606104588,-117.59681333407,90.2,100.2,"PRISM Norm91m tmax (1991-2020 JJA mean daily-max), via Google Earth Engine",800,2026-07-17
10006902,Huntington Beach City Jail,33.677626503376,-118.00088530130684,74.6,84.6,"PRISM Norm91m tmax (1991-2020 JJA mean daily-max), via Google Earth Engine",800,2026-07-17
10006904,Hayward Detention Facility,37.65752960106487,-122.0969066128883,74.7,84.7,"PRISM Norm91m tmax (1991-2020 JJA mean daily-max), via Google Earth Engine",800,2026-07-17
10006905,Pasadena Jail,34.14918573594655,-118.14481080966269,86.4,96.4,"PRISM Norm91m tmax (1991-2020 JJA mean daily-max), via Google Earth Engine",800,2026-07-17
10006494,Fullerton City Jail,33.87085843600594,-117.92818641617431,83.4,93.4,"PRISM Norm91m tmax (1991-2020 JJA mean daily-max), via Google Earth Engine",800,2026-07-17
10006493,El Monte Jail,34.07158043477895,-118.0302635150937,86.7,96.7,"PRISM Norm91m tmax (1991-2020 JJA mean daily-max), via Google Earth Engine",800,2026-07-17
10006906,Berkeley Jail Facility,37.87020999993821,-122.27328174212134,72.5,82.5,"PRISM Norm91m tmax (1991-2020 JJA mean daily-max), via Google Earth Engine",800,2026-07-17
10006499,West Covina Jail,34.07130466380657,-117.93886373342276,89.7,99.7,"PRISM Norm91m tmax (1991-2020 JJA mean daily-max), via Google Earth Engine",800,2026-07-17
10005271,Butte County Jail,39.52949746158004,-121.5745062299414,92.3,102.3,"PRISM Norm91m tmax (1991-2020 JJA mean daily-max), via Google Earth Engine",800,2026-07-17
10006490,Costa Mesa Jail,33.6633743002085,-117.9041902557805,77.1,87.1,"PRISM Norm91m tmax (1991-2020 JJA mean daily-max), via Google Earth Engine",800,2026-07-17
10005298,Calaveras County Jail,38.19353619014131,-120.66538822180613,91.1,101.1,"PRISM Norm91m tmax (1991-2020 JJA mean daily-max), via Google Earth Engine",800,2026-07-17
10006907,South Gate Jail,33.95672114568816,-118.205100443669,81.1,91.1,"PRISM Norm91m tmax (1991-2020 JJA mean daily-max), via Google Earth Engine",800,2026-07-17
10006698,Camp Wilmont Sweeney,37.71256207654158,-122.11612045675584,74.9,84.9,"PRISM Norm91m tmax (1991-2020 JJA mean daily-max), via Google Earth Engine",800,2026-07-17
10002324,Marsh Creek Detention Facility,37.8944241433025,-121.86505370001386,83.7,93.7,"PRISM Norm91m tmax (1991-2020 JJA mean daily-max), via Google Earth Engine",800,2026-07-17
10006908,Santa Monica Jail,34.01221467658367,-118.49079223643082,70.4,80.4,"PRISM Norm91m tmax (1991-2020 JJA mean daily-max), via Google Earth Engine",800,2026-07-17
10005286,Colusa County Jail,39.205571786654794,-122.00325941610808,91.1,101.1,"PRISM Norm91m tmax (1991-2020 JJA mean daily-max), via Google Earth Engine",800,2026-07-17
10006500,Whittier Jail,33.97496527739392,-118.03462367231562,86.0,96.0,"PRISM Norm91m tmax (1991-2020 JJA mean daily-max), via Google Earth Engine",800,2026-07-17
10005312,Fresno County Jail North Annex,36.738616880263095,-119.79041979901356,95.0,105.0,"PRISM Norm91m tmax (1991-2020 JJA mean daily-max), via Google Earth Engine",800,2026-07-17
10006440,South Lake Juvenile Treatment Center,38.935201491263825,-119.97219591552351,77.5,87.5,"PRISM Norm91m tmax (1991-2020 JJA mean daily-max), via Google Earth Engine",800,2026-07-17
10006486,Buena Park City Jail,33.86413456620653,-117.99695734946756,82.3,92.3,"PRISM Norm91m tmax (1991-2020 JJA mean daily-max), via Google Earth Engine",800,2026-07-17
10005311,Fresno County Main Detention Facility,36.73819529451567,-119.7899519676438,95.0,105.0,"PRISM Norm91m tmax (1991-2020 JJA mean daily-max), via Google Earth Engine",800,2026-07-17
10002312,Glenn County Jail,39.519679878877575,-122.2003805703925,92.1,102.1,"PRISM Norm91m tmax (1991-2020 JJA mean daily-max), via Google Earth Engine",800,2026-07-17
10005313,Fresno County Jail South Annex,36.737340306481336,-119.78920805046889,95.0,105.0,"PRISM Norm91m tmax (1991-2020 JJA mean daily-max), via Google Earth Engine",800,2026-07-17
10005254,Humboldt County Correctional Facility,40.80297362800573,-124.16156606209246,61.0,71.0,"PRISM Norm91m tmax (1991-2020 JJA mean daily-max), via Google Earth Engine",800,2026-07-17
10000880,Imperial County Jail,32.74730136464732,-115.56369468007372,104.9,114.9,"PRISM Norm91m tmax (1991-2020 JJA mean daily-max), via Google Earth Engine",800,2026-07-17
10006496,Redondo Beach Jail,33.84487497243068,-118.38832350793837,72.8,82.8,"PRISM Norm91m tmax (1991-2020 JJA mean daily-max), via Google Earth Engine",800,2026-07-17
10002356,Century Regional Detention Center,33.92808328856635,-118.22748820851368,80.4,90.4,"PRISM Norm91m tmax (1991-2020 JJA mean daily-max), via Google Earth Engine",800,2026-07-17
10005336,Kern County Lerdo Pre-Trial Facility,35.509232224714665,-119.11066155139858,94.7,104.7,"PRISM Norm91m tmax (1991-2020 JJA mean daily-max), via Google Earth Engine",800,2026-07-17
10005334,Larry J Rhoades Kern Crossroads Facility,35.50544049501467,-119.11506321759109,94.7,104.7,"PRISM Norm91m tmax (1991-2020 JJA mean daily-max), via Google Earth Engine",800,2026-07-17
10002343,Kern County Central Receiving Facility,35.372514913991346,-119.01775467607553,94.8,104.8,"PRISM Norm91m tmax (1991-2020 JJA mean daily-max), via Google Earth Engine",800,2026-07-17
10000889,Inmate Reception Center,34.05882860956883,-118.2307921797654,82.8,92.8,"PRISM Norm91m tmax (1991-2020 JJA mean daily-max), via Google Earth Engine",800,2026-07-17
10005280,Lake County Hill Road Jail,39.104174901130456,-122.91333000554673,90.5,100.5,"PRISM Norm91m tmax (1991-2020 JJA mean daily-max), via Google Earth Engine",800,2026-07-17
10006704,Mariposa County Juvenile Detention Facility,37.488618729358855,-119.96803812171764,91.5,101.5,"PRISM Norm91m tmax (1991-2020 JJA mean daily-max), via Google Earth Engine",800,2026-07-17
10006909,Huntington Park Jail,33.9796633125608,-118.21863230920243,80.9,90.9,"PRISM Norm91m tmax (1991-2020 JJA mean daily-max), via Google Earth Engine",800,2026-07-17
10000912,Barry J Nidorf Juvenile Hall,34.315820791234124,-118.48324565628825,89.6,99.6,"PRISM Norm91m tmax (1991-2020 JJA mean daily-max), via Google Earth Engine",800,2026-07-17
10005262,Lassen County Juvenile Detention Facility,40.42450028814349,-120.64836918474327,85.8,95.8,"PRISM Norm91m tmax (1991-2020 JJA mean daily-max), via Google Earth Engine",800,2026-07-17
10000888,Men'S Central Jail,34.060423389772325,-118.23112916876896,82.8,92.8,"PRISM Norm91m tmax (1991-2020 JJA mean daily-max), via Google Earth Engine",800,2026-07-17
10000803,Madera County Juvenile Detention Facility,36.95303248598929,-120.03571367061356,93.5,103.5,"PRISM Norm91m tmax (1991-2020 JJA mean daily-max), via Google Earth Engine",800,2026-07-17
10001524,Marin County Jail,37.999504270594485,-122.53252445910216,78.7,88.7,"PRISM Norm91m tmax (1991-2020 JJA mean daily-max), via Google Earth Engine",800,2026-07-17
10000807,Merced County Jail,37.30716956554306,-120.48382018893972,92.6,102.6,"PRISM Norm91m tmax (1991-2020 JJA mean daily-max), via Google Earth Engine",800,2026-07-17
10005306,Mariposa County Adult Detention Facility,37.49996234905585,-119.987694996906,91.2,101.2,"PRISM Norm91m tmax (1991-2020 JJA mean daily-max), via Google Earth Engine",800,2026-07-17
10005250,Modoc County Jail,41.483803440499145,-120.54072090870048,84.3,94.3,"PRISM Norm91m tmax (1991-2020 JJA mean daily-max), via Google Earth Engine",800,2026-07-17
10005295,Mono County Jail,38.25701172449448,-119.2281627852132,81.2,91.2,"PRISM Norm91m tmax (1991-2020 JJA mean daily-max), via Google Earth Engine",800,2026-07-17
10005284,Wayne Brown Correctional Facility,39.268673229848154,-121.02790388529456,86.6,96.6,"PRISM Norm91m tmax (1991-2020 JJA mean daily-max), via Google Earth Engine",800,2026-07-17
10000890,Pitchess Detention Center-North,34.46919331550016,-118.60482801608542,90.4,100.4,"PRISM Norm91m tmax (1991-2020 JJA mean daily-max), via Google Earth Engine",800,2026-07-17
10005375,Twin Towers Correctional Facility,34.058445694210576,-118.23061700116908,82.8,92.8,"PRISM Norm91m tmax (1991-2020 JJA mean daily-max), via Google Earth Engine",800,2026-07-17
10002319,Napa County Jail,38.296730767207286,-122.2843068502495,80.5,90.5,"PRISM Norm91m tmax (1991-2020 JJA mean daily-max), via Google Earth Engine",800,2026-07-17
10002311,Mendocino County Jail / Sheriff,39.16039412256435,-123.220204359166,89.6,99.6,"PRISM Norm91m tmax (1991-2020 JJA mean daily-max), via Google Earth Engine",800,2026-07-17
10005291,Napa County Juvenile Justice Center,38.28828227700995,-122.29963939302542,80.1,90.1,"PRISM Norm91m tmax (1991-2020 JJA mean daily-max), via Google Earth Engine",800,2026-07-17
10005274,Mendocino County Juvenile Hall,39.15926394896029,-123.21691581616892,89.6,99.6,"PRISM Norm91m tmax (1991-2020 JJA mean daily-max), via Google Earth Engine",800,2026-07-17
10001530,California Correctional Institution (Cci),35.10991555190383,-118.57033067748,84.7,94.7,"PRISM Norm91m tmax (1991-2020 JJA mean daily-max), via Google Earth Engine",800,2026-07-17
10000836,California Institution For Men (Cim),33.98471244959707,-117.68239170046569,90.0,100.0,"PRISM Norm91m tmax (1991-2020 JJA mean daily-max), via Google Earth Engine",800,2026-07-17
10000850,Golden State Annex,35.669938224404156,-119.22807495791346,94.3,104.3,"PRISM Norm91m tmax (1991-2020 JJA mean daily-max), via Google Earth Engine",800,2026-07-17
10000851,Central Valley Annex,35.66816608613756,-119.22874700161184,94.3,104.3,"PRISM Norm91m tmax (1991-2020 JJA mean daily-max), via Google Earth Engine",800,2026-07-17
10000817,Correctional Training Facility (Ctf),36.46964827416208,-121.38223254073095,76.6,86.6,"PRISM Norm91m tmax (1991-2020 JJA mean daily-max), via Google Earth Engine",800,2026-07-17
10002341,California Institution For Women (Ciw),33.94974539755923,-117.6363650322742,89.4,99.4,"PRISM Norm91m tmax (1991-2020 JJA mean daily-max), via Google Earth Engine",800,2026-07-17
10000785,California Medical Facility (Cmf),38.3285102029971,-121.97916451130509,88.7,98.7,"PRISM Norm91m tmax (1991-2020 JJA mean daily-max), via Google Earth Engine",800,2026-07-17
10000786,Delta Conservation Camp #8,38.217626008443645,-121.84722364621932,86.6,96.6,"PRISM Norm91m tmax (1991-2020 JJA mean daily-max), via Google Earth Engine",800,2026-07-17
10000857,California Rehabilitation Center (Crc),33.9292530412966,-117.5725312861978,89.9,99.9,"PRISM Norm91m tmax (1991-2020 JJA mean daily-max), via Google Earth Engine",800,2026-07-17
10005282,Konocti Conservation Camp #27,38.91057030566233,-122.7077601724924,88.8,98.8,"PRISM Norm91m tmax (1991-2020 JJA mean daily-max), via Google Earth Engine",800,2026-07-17
10006347,La Cima Conservation Camp #42,32.93893654769131,-116.53689248814348,82.2,92.2,"PRISM Norm91m tmax (1991-2020 JJA mean daily-max), via Google Earth Engine",800,2026-07-17
10002322,"California State Prison, Sacramento (Sac)",38.694444232143624,-121.15390376526624,91.5,101.5,"PRISM Norm91m tmax (1991-2020 JJA mean daily-max), via Google Earth Engine",800,2026-07-17
10000811,Miramonte Conservation Camp #5,36.672531545811935,-119.08573875853784,88.7,98.7,"PRISM Norm91m tmax (1991-2020 JJA mean daily-max), via Google Earth Engine",800,2026-07-17
10002353,California State Prison-Los Angeles County (Lac),34.693596500791955,-118.2276135961975,95.4,105.4,"PRISM Norm91m tmax (1991-2020 JJA mean daily-max), via Google Earth Engine",800,2026-07-17
10002349,Acton Conservation Camp #11,34.437431767090374,-118.287350782123,92.6,102.6,"PRISM Norm91m tmax (1991-2020 JJA mean daily-max), via Google Earth Engine",800,2026-07-17
10000790,San Quentin State Prison (Sq),37.940039851419016,-122.4903665969169,74.1,84.1,"PRISM Norm91m tmax (1991-2020 JJA mean daily-max), via Google Earth Engine",800,2026-07-17
10000847,Wasco State Prison (Wsp),35.59431194493489,-119.40833193657431,95.6,105.6,"PRISM Norm91m tmax (1991-2020 JJA mean daily-max), via Google Earth Engine",800,2026-07-17
10002340,Desert View Annex,34.55992220018533,-117.4373207394121,95.5,105.5,"PRISM Norm91m tmax (1991-2020 JJA mean daily-max), via Google Earth Engine",800,2026-07-17
10000879,Puerta La Cruz Conservation Camp #14,33.32449679713223,-116.68321048338171,91.8,101.8,"PRISM Norm91m tmax (1991-2020 JJA mean daily-max), via Google Earth Engine",800,2026-07-17
10000808,John Latorraca Correctional Facility,37.189420106543345,-120.53775921676562,92.7,102.7,"PRISM Norm91m tmax (1991-2020 JJA mean daily-max), via Google Earth Engine",800,2026-07-17
10000841,North Kern State Prison (Nksp),35.78188517301339,-119.30987566982682,94.8,104.8,"PRISM Norm91m tmax (1991-2020 JJA mean daily-max), via Google Earth Engine",800,2026-07-17
10005299,Vallecito Conservation Camp #1,38.106427356926375,-120.48874358476203,91.4,101.4,"PRISM Norm91m tmax (1991-2020 JJA mean daily-max), via Google Earth Engine",800,2026-07-17
10006532,Department Of State Hospitals - Atascadero,35.46406026013646,-120.6348665784761,85.6,95.6,"PRISM Norm91m tmax (1991-2020 JJA mean daily-max), via Google Earth Engine",800,2026-07-17
10001522,Sierra Conservation Center (Scc),37.89168865412792,-120.53654018648405,92.9,102.9,"PRISM Norm91m tmax (1991-2020 JJA mean daily-max), via Google Earth Engine",800,2026-07-17
10000784,Pine Grove Conservation Camp,38.4117068986096,-120.63947541383544,88.5,98.5,"PRISM Norm91m tmax (1991-2020 JJA mean daily-max), via Google Earth Engine",800,2026-07-17
10000856,Norco Conservation Camp #0,33.92691793871164,-117.57594424895476,89.7,99.7,"PRISM Norm91m tmax (1991-2020 JJA mean daily-max), via Google Earth Engine",800,2026-07-17
10006531,Department Of State Hospitals - Coalinga,36.13343268870778,-120.24044350195224,96.0,106.0,"PRISM Norm91m tmax (1991-2020 JJA mean daily-max), via Google Earth Engine",800,2026-07-17
10000902,Francisquito Conservation Camp #4,34.565337588031426,-118.47580837113031,91.8,101.8,"PRISM Norm91m tmax (1991-2020 JJA mean daily-max), via Google Earth Engine",800,2026-07-17
10005253,High Rock Conservation Camp #32,40.375077084153816,-123.9312622305967,73.4,83.4,"PRISM Norm91m tmax (1991-2020 JJA mean daily-max), via Google Earth Engine",800,2026-07-17
10000838,Oak Glen Conservation Camp #35,34.03332926365807,-116.90609379198143,83.7,93.7,"PRISM Norm91m tmax (1991-2020 JJA mean daily-max), via Google Earth Engine",800,2026-07-17
10000844,Kern Valley State Prison (Kvsp),35.76647451591408,-119.32536275967016,94.8,104.8,"PRISM Norm91m tmax (1991-2020 JJA mean daily-max), via Google Earth Engine",800,2026-07-17
10000861,Ironwood State Prison (Isp),33.56097662668156,-114.9260675684116,105.2,115.2,"PRISM Norm91m tmax (1991-2020 JJA mean daily-max), via Google Earth Engine",800,2026-07-17
10000821,Salinas Valley State Prison (Svsp),36.47885711260287,-121.37439425565836,77.2,87.2,"PRISM Norm91m tmax (1991-2020 JJA mean daily-max), via Google Earth Engine",800,2026-07-17
10005272,Parlin Fork Conservation Camp #6,39.36977478501272,-123.6556177393927,77.2,87.2,"PRISM Norm91m tmax (1991-2020 JJA mean daily-max), via Google Earth Engine",800,2026-07-17
10000870,South Bay Detention Facility,32.63304064341742,-117.07753111701798,74.4,84.4,"PRISM Norm91m tmax (1991-2020 JJA mean daily-max), via Google Earth Engine",800,2026-07-17
10006220,Camp Gonzales,34.08770877517197,-118.70768791922296,80.9,90.9,"PRISM Norm91m tmax (1991-2020 JJA mean daily-max), via Google Earth Engine",800,2026-07-17
10005296,Amador County Jail,38.351538648718005,-120.76931828684096,90.5,100.5,"PRISM Norm91m tmax (1991-2020 JJA mean daily-max), via Google Earth Engine",800,2026-07-17
10006226,Camp Rockey,34.1345449734149,-117.79496229533272,87.2,97.2,"PRISM Norm91m tmax (1991-2020 JJA mean daily-max), via Google Earth Engine",800,2026-07-17
